Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
2118,2290,33,214,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,2290,33,426,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,2969,33,340,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,2195,66,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,2944,66,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,2244,25,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,2190,33,214,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,1995,66,424,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,2490,33,426,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,2944,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,2185,33,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1899,33,245,4,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1790,25,107,2,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,1895,33,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,2444,66,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,2627,66,424,8,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,2995,66,340,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,2179,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,2444,50,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,3544,66,340,16,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,1649,33,245,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1499,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1798,25,170,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,2223,25,245,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,2999,66,340,8,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,3169,33,340,8,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,1999,33,340,8,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,1949,50,245,4,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,2059,33,212,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,2595,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,1275,25,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,3995,66,1000,16,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,2595,66,424,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,1695,25,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,2785,33,540,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,2295,50,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1569,50,245,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,2559,66,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,2495,66,424,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,2268,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,1495,33,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,2895,66,520,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,2595,33,424,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,2349,66,340,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,2795,66,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,1988,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,1490,25,107,2,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,2320,33,424,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,1495,33,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,2390,50,426,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,1295,33,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,2144,25,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,1944,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,2495,66,540,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2329,33,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,1995,25,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,1544,25,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,1790,50,107,2,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,1594,33,212,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,2344,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,1795,33,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,2985,66,540,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,2590,66,214,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2335,66,540,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2044,66,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,2195,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,2244,50,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,1575,33,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,2494,33,340,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,2844,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,1975,66,340,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,3515,66,424,16,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,1890,33,107,2,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,1844,25,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,1695,50,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,2427,50,424,8,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,2144,66,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,1894,50,340,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,2420,50,528,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,3399,66,527,8,15,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,2395,50,424,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1795,50,340,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1699,50,245,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2170,66,340,4,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,2120,33,424,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,2690,50,426,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,1735,66,340,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,3895,50,1000,16,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,1475,33,250,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2890,50,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2384,33,340,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1495,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,2399,50,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,2294,66,424,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,2749,50,340,8,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,1744,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,3044,50,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1699,66,245,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2699,66,245,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1679,33,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,1599,25,212,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2495,66,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,1895,33,212,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,1849,66,245,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2620,66,528,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2094,50,424,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,1875,25,212,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2744,66,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,2449,66,425,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2744,50,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1895,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2395,66,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1295,25,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,1990,33,107,2,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2044,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,2299,25,120,4,14,yes,yes,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,1895,66,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,1375,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2090,50,107,2,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,1744,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,1995,50,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,2590,66,426,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1794,33,212,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2220,33,528,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,1749,33,212,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2990,33,528,16,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2344,66,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2644,25,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2225,66,340,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2095,66,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,1499,33,245,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,3090,33,528,16,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2385,66,340,8,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,3244,66,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,1899,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2890,25,528,16,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,3714,66,527,8,15,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2294,33,424,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,1795,33,240,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,2388,25,120,4,14,yes,yes,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,2044,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,1799,33,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1893,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2295,50,424,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,1790,25,214,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,1688,25,212,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,1695,33,340,8,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,1775,33,340,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,1970,33,340,4,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2695,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2195,50,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2290,66,107,2,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2815,50,424,8,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,1844,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,3390,66,528,16,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2019,33,424,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,1395,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,1395,25,107,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,2119,25,120,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,1675,66,250,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,2590,25,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2690,33,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,2590,33,426,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2158,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,3994,66,424,32,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2985,66,1060,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2790,33,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,1819,33,424,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2025,33,340,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,1595,33,214,4,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2120,25,528,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,2100,25,424,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,2795,50,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,1690,33,107,2,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,1395,25,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,1990,66,107,2,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1395,33,240,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,1299,25,120,4,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,3199,66,340,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,1595,25,340,8,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2095,33,212,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2190,33,426,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,1944,50,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,1804,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,2095,33,212,4,17,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2744,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2295,33,540,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,1578,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,2995,66,424,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,2699,66,245,8,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,2144,50,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2799,66,340,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2390,50,214,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,1500,25,424,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,1749,33,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,2090,25,426,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,2390,25,426,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,1720,33,424,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,1768,33,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,1795,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,1644,25,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,2090,25,214,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,1299,25,170,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2144,33,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,1799,33,230,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2290,66,214,4,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,1299,33,212,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,1744,33,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,1644,25,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2644,66,426,8,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2420,50,528,8,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,1790,50,107,2,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,1644,33,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,3094,66,340,4,14,yes,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2590,33,426,8,14,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,1844,50,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,2790,33,528,16,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,2844,33,528,16,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,3699,66,527,16,17,yes,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,2779,66,340,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,1689,25,212,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,2769,33,340,8,15,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,1590,33,107,2,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,2890,50,528,16,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2190,33,426,8,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,2185,33,420,8,17,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,1819,33,120,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,1795,33,420,8,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,2944,33,528,16,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2134,33,120,4,14,yes,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,1695,33,420,4,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,2144,50,214,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,2244,33,426,8,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2385,66,420,8,17,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,1799,66,245,4,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,1139,33,125,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,1975,66,420,4,14,yes,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,1558,25,120,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2698,50,320,8,15,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2044,66,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2844,33,528,16,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,1744,33,107,2,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,1999,33,340,8,14,yes,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,1749,33,120,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2690,50,426,8,14,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,2744,25,528,16,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,2390,50,214,4,14,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,3090,33,528,16,14,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,1990,66,107,2,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,1795,33,240,4,14,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,1895,33,214,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,2044,33,214,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,2195,50,340,8,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2849,50,340,8,15,yes,yes,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,1799,33,270,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,2495,25,528,16,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,2744,50,340,8,17,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,2090,50,214,4,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,2144,33,214,4,14,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,2590,66,426,8,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,2328,66,212,4,14,no,no,no,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,1494,33,240,4,15,no,no,yes,216,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
